id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
gd-1009991456874,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009991456874,,RM-CV-Vijayawada,Green Start Jobs,Vijayawāda,2026-01-09,,direct_data,yearly,450000.0,450000.0,INR,False,,,organic,,,,https://www.glassdoor.co.in/Overview/W-EI_IE9738791.htm,,,,,,,,,,,,
gd-1009990138272,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009990138272,,Hospital Manager (Male),Punarjan Ayurveda Pvt Ltd,Vijayawāda,2026-01-08,,direct_data,monthly,35000.0,45000.0,INR,False,,,organic,,,,,,,,,,,,,,,,
gd-1009986633243,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009986633243,,Academic Incharge (MALE),Masterminds,Guntūr,2026-01-06,,direct_data,monthly,25000.0,30000.0,INR,False,,,organic,,,,,,,,,,,,,,,,
gd-1009981498322,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009981498322,,Customer Support Executive (CSE),VASISTHA CORPORATE SERVICES,India,2025-12-28,,direct_data,monthly,8086.0,20000.0,INR,False,,,organic,,,,,,,,,,,,,,,,
gd-1009964930339,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009964930339,,Factory manager,kaldansoftech,Bāpatla,2025-12-11,,direct_data,monthly,30000.0,40000.0,INR,False,,,organic,,,,,,,,,,,,,,,,
gd-1009961374890,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009961374890,,Cashier,Ramachandra Brothers Mega Furniture Showroom,Vijayawāda,2025-12-07,,direct_data,monthly,15000.0,15000.0,INR,False,,,organic,,,,,,,,,,,,,,,,
gd-1009948690680,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009948690680,,Front Office Representative,Ivy Overseas,Guntūr,2025-11-25,,direct_data,monthly,15000.0,20000.0,INR,False,,,organic,,,,https://www.glassdoor.co.in/Overview/W-EI_IE8814333.htm,,,,,,,,,,,,
gd-1009939366962,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009939366962,,Tele Caller Executive,BBG INDIA DEVELOPERS,Vijayawāda,2025-11-15,,direct_data,monthly,20000.0,25000.0,INR,False,,,organic,,,,https://www.glassdoor.co.in/Overview/W-EI_IE2420535.htm,https://media.glassdoor.com/sql/2420535/building-blocks-group-squarelogo-1579706532682.png,,,,,,,,,,,
gd-1009939991070,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009939991070,,EXECUTIVE N - RETAIL SALES - VIJAYAWADA,Asian Paints,Vijayawāda,2025-11-15,,,,,,,False,,,organic,,,,https://www.glassdoor.co.in/Overview/W-EI_IE250495.htm,https://media.glassdoor.com/sql/250495/asian-paints-squarelogo.png,,,,,,,,,,,
gd-1009918291757,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009918291757,,International Business Managers,kannan enterprises,,2025-10-26,,direct_data,monthly,12564.0,55329.0,INR,True,,,sponsored,,"This is a full\-time, on\-site role for an International Business Development in India / Dubai.

* Conducting market research and analysis to find new business and client opportunities internationally
* Arranging appointments for international clients
* Negotiating terms with potential clients abroad
* Monitoring effective implementation of international business development activities
* Developing individual business plans for each country
* Expanding a business's reach into international markets
* Researching market trends and developing partnerships with international partners
* Following up with leads, establishing relationships with potential new clients, and arranging appointments.
* Following through with leads, looking for a successful agreement or arrangement.
* Should be feasible for International travel at the company's cost
* Candidates should have good communication skills to communicate and handle foreign clients

**Qualifications**

* Minimum Degree with 10 years of Experience in International Marketing

Job Type: Full\-time

Benefits:

* Cell phone reimbursement
* Flexible schedule

Job Types: Full\-time, Permanent

Pay: ₹12,564\.70 \- ₹55,329\.63 per month

Ability to commute/relocate:

* Andhra Pradesh: Reliably commute or planning to relocate before starting work (Preferred)

Experience:

* Marketing: 10 years (Preferred)

Language:

* English (Required)

Willingness to travel:

* 50% (Required)",,,,,,,,,,,,,,
gd-1009917539997,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009917539997,,Executive - BC Hub-C&O,KPMG,Vijayawāda,2025-10-25,,,,,,,False,,,organic,,,,https://www.glassdoor.co.in/Overview/W-EI_IE2867.htm,https://media.glassdoor.com/sql/2867/kpmg-squareLogo-1724938664417.png,,,,,,,,,,,
gd-1009901607538,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009901607538,,PB - CASA- VIJAYAWADA,Green Start Jobs,Vijayawāda,2025-10-09,,direct_data,yearly,420000.0,420000.0,INR,False,,,organic,,,,https://www.glassdoor.co.in/Overview/W-EI_IE9738791.htm,,,,,,,,,,,,
gd-1009843581270,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009843581270,,EXECUTIVE N - CUSTOMER SERVICE TECHNOLOGIST,Asian Paints,Vijayawāda,2025-08-14,,direct_data,yearly,522500.0,812500.0,INR,False,,,organic,,,,https://www.glassdoor.co.in/Overview/W-EI_IE250495.htm,https://media.glassdoor.com/sql/250495/asian-paints-squarelogo.png,,,,,,,,,,,
gd-1009843151324,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1009843151324,,Executive N - Retail Sales,Asian Paints,Vijayawāda,2025-08-14,,direct_data,yearly,547500.0,550000.0,INR,False,,,organic,,,,https://www.glassdoor.co.in/Overview/W-EI_IE250495.htm,https://media.glassdoor.com/sql/250495/asian-paints-squarelogo.png,,,,,,,,,,,
gd-1008859737623,glassdoor,https://www.glassdoor.co.in/job-listing/j?jl=1008859737623,,Relationship Associate,Sunshine Manpower Solution And Services,Vijayawāda,2024-11-24,,direct_data,yearly,200000.0,300000.0,INR,False,,,organic,,,,https://www.glassdoor.co.in/Overview/W-EI_IE3113489.htm,https://media.glassdoor.com/sql/3113489/sunshine-manpower-solution-and-services-squareLogo-1660908583764.png,,,,,,,,,,,
in-e272ddb6773472b4,indeed,https://in.indeed.com/viewjob?jk=e272ddb6773472b4,http://in.indeed.com/job/bams-doctor-e272ddb6773472b4,bams doctor,,"Karnal, HR, IN",2026-02-15,fulltime,,,,,,False,,,,,"**Role Summary**

The BAMS Doctor will be responsible for diagnosing, treating, and managing patients using Ayurvedic principles and therapies. The role includes patient consultation, treatment planning, prescribing Ayurvedic medicines, and ensuring high\-quality patient care aligned with clinic protocols.

**Key Responsibilities**1\. Clinical Responsibilities

* Conduct detailed patient consultations (Prakriti analysis, medical history, symptom evaluation).
* Diagnose diseases according to Ayurvedic principles.
* Prescribe Ayurvedic medicines, herbal formulations, and lifestyle modifications.
* Design personalized treatment plans.
* Monitor patient progress and modify treatment protocols accordingly.
* Maintain proper documentation of patient records.

2\. Therapy \& Procedure Oversight

* Supervise Panchakarma and other Ayurvedic therapies.
* Guide therapists and nursing staff during procedures.
* Ensure hygiene and clinical safety standards are maintained.

3\. Patient Counseling

* Educate patients about diet (Ahara), lifestyle (Vihara), and preventive care.
* Provide long\-term wellness guidance.
* Address patient queries and improve satisfaction levels.

4\. Administrative Duties

* Maintain OPD/IPD records.
* Coordinate with pharmacy for medicine inventory.
* Support clinic marketing activities (health camps, workshops, awareness sessions).
* Ensure compliance with local health regulations.

**Eligibility Criteria**

* BAMS degree from a recognized university.
* Valid State Medical Council registration.
* 0–5 years of clinical experience (freshers can apply if applicable).
* Strong diagnostic and communication skills.

**Preferred Skills**

* Good understanding of Panchakarma therapies.
* Experience in lifestyle disorders management.
* Basic computer knowledge (EMR, MS Office).
* Patient\-centric approach.
* Sales orientation (if working in private clinic/wellness setup).

**Compensation**

* Salary: ₹20,000 – ₹50,000 per month (based on experience \& location).
* Performance incentives (if applicable).
* Growth opportunities in clinical and managerial roles.

Job Type: Full\-time

Pay: ₹20,000\.00 \- ₹50,000\.00 per month

Work Location: In person",,https://in.indeed.comNone,,,,,,,,,,,,
in-4693c5f964276338,indeed,https://in.indeed.com/viewjob?jk=4693c5f964276338,http://in.indeed.com/job/sales-executive-4693c5f964276338,Sales Executive,Bajaj Finance,"GJ, IN",2026-02-15,fulltime,,,,,,False,,,,,"**Key Responsibilities** Explain two\-wheeler loan schemes, interest rates, EMI options, and offers to customers Verify customer documents (KYC, income proof, address proof) Process loan applications and coordinate approvals Coordinate with dealers and sales teams for smooth loan disbursement Maintain customer records and follow compliance guidelines Achieve monthly loan disbursement targets **Required Skills** Basic knowledge of finance and loans Good communication and convincing skills Customer\-handling ability Sales and negotiation skills Eligibility / Qualifications Graduation (preferred) or HSC with relevant experience Experience in banking, NBFC, or retail finance is an **advantage** Freshers may apply for junior roles Work Environment office work (dealer outlets) Target\-oriented role Interaction with customers, dealers, and internal teams **Salary (Monthly)** 21000 CTC \+ incentive as per file desbersment **Job Details** Employment Full\-time **Industry** Financial Services

Job Type: Full\-time

Pay: ₹17,500\.00 \- ₹30,000\.00 per month

Benefits:

* Leave encashment
* Paid sick time

Work Location: In person",,https://in.indeed.com/cmp/Bajaj-Finance,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/bb1756699d9e361f3ae14613be20f44d,https://www.bajajfinserv.in/,Pune,"1,001 to 5,000",more than $10B (USD),"Bajaj Finance Limited is one of the fastest growing non-banks in India and is also among the 30 largest companies in India, by market cap.",,,,,,
in-2db29a034490ee0b,indeed,https://in.indeed.com/viewjob?jk=2db29a034490ee0b,http://in.indeed.com/job/admission-officer-2db29a034490ee0b,Admission Officer,,"KA, IN",2026-02-15,fulltime,,,,,,False,,,,,"This is a full time on site role in Bangalore for an Admission Officer.The Admission Officer will oversee the admission process, managing the student applications, assessing the eligibility and providing guidance throughout the admission journey. The role requires regular interaction with student and parents ensuring seamless and positive admission experience.

Job Types: Full\-time, Permanent

Pay: ₹350,000\.00 \- ₹450,000\.00 per year

Language:

* Hindi (Preferred)

Work Location: In person",,https://in.indeed.comNone,,,,,,,,,,,,
in-01b5df7f5b8485ed,indeed,https://in.indeed.com/viewjob?jk=01b5df7f5b8485ed,http://in.indeed.com/job/educational-counsellor-01b5df7f5b8485ed,Educational Counsellor,CollegeDisha,"UP, IN",2026-02-15,fulltime,,,,,,False,,,,,"**Job Title:** Educational Counsellor

**Job Type:** Full\-time  
**Salary:** ₹15,000 – ₹25,000 per month

**Job Description:**

We are looking for a dedicated and enthusiastic **Educational Counsellor** to join our team. The ideal candidate will guide students in making informed academic and career decisions and support them throughout the admission process.

**Key Responsibilities:**

* Counsel students regarding courses, colleges, and career options
* Understand student needs and recommend suitable educational programs
* Assist students with admission procedures and documentation
* Follow up with prospective students via calls, messages, and emails
* Maintain accurate student records and reports
* Coordinate with internal teams to ensure smooth counselling processes

**Eligibility Criteria:**

* **Freshers can apply**
* Good communication and interpersonal skills
* Basic computer knowledge (MS Office, email, CRM is a plus)
* Ability to handle students and parents confidently

**Education Qualification:**

* Graduate or equivalent (any stream)

**What We Offer:**

* Fixed salary \+ performance\-based incentives
* Training and growth opportunities
* Friendly and supportive work environment

Job Type: Full\-time

Pay: ₹15,000\.00 \- ₹25,000\.00 per month

Benefits:

* Flexible schedule
* Paid sick time

Work Location: In person",,https://in.indeed.com/cmp/Collegedisha,,,,,,,,,,,,
in-d4b9b0e8c3ad0514,indeed,https://in.indeed.com/viewjob?jk=d4b9b0e8c3ad0514,http://in.indeed.com/job/lecturer-d4b9b0e8c3ad0514,Lecturer,,"Kakinada, AP, IN",2026-02-15,fulltime,,,,,,False,,,,,"**Position:** Senior Data Structures \& Algorithms Faculty  
**Location:** Kakinada (On\-Site)  
**Employment Type:** Full\-Time

Role Overview

We are seeking an experienced Senior Data Structures \& Algorithms Faculty to join our founding academic team. The role involves designing and delivering structured courses, mentoring students through advanced problem\-solving, and contributing to curriculum architecture under the Tattvaya Engineering Network program.

Key Responsibilities

* Deliver comprehensive courses in Data Structures \& Algorithms
* Teach using Java, Python, C, or C\+\+
* Guide students on coding platforms such as LeetCode and CodeChef
* Develop structured learning materials and assessments
* Monitor student progress and performance metrics
* Align curriculum with current industry standards
* Contribute to long\-term academic planning

Required Qualifications

* Minimum 5\+ years of teaching experience in DSA
* Strong problem\-solving and conceptual clarity
* Proficiency in Java, Python, C, or C\+\+
* Experience mentoring students on coding platforms
* Excellent communication and presentation skills
* Bachelor’s or Master’s degree in Computer Science / IT or related field
* Fluency in both Telugu and English (mandatory)
* Industry software development experience is a plus

Compensation

Competitive salary package based on experience and expertise.

Job Type: Full\-time

Pay: From ₹700,000\.00 per year

Benefits:

* Food provided
* Health insurance
* Life insurance

Ability to commute/relocate:

* Kakinada, Andhra Pradesh: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

* Which coding platforms have you used for student mentoring?
* Are you comfortable working in a structured academic framework with performance metrics?

Education:

* Bachelor's (Preferred)

Language:

* Telugu (Required)

Work Location: In person",,https://in.indeed.comNone,,,,,,,,,,,,
in-12b555b129a7f62b,indeed,https://in.indeed.com/viewjob?jk=12b555b129a7f62b,http://in.indeed.com/job/placement-coordinator-12b555b129a7f62b,Placement Coordinator,DAGUR PLACEMENT SERVICES,"RJ, IN",2026-02-15,fulltime,,,,,,False,,,,,"* Collect manpower requirements from companies and obtain detailed Job Descriptions (JDs).
* Source, screen, and shortlist suitable candidates as per client requirements.
* Schedule interviews and ensure proper coordination between candidates and clients.
* Maintain and update the candidate database in Excel or CRM systems.
* Follow up on offer letters, joining confirmations, and required documentation.
* Maintain regular communication with client companies.
* Prepare and manage placement records and recruitment reports.
* Achieve target\-based hiring goals within the assigned timeline.

Job Types: Full\-time, Permanent

Pay: ₹13,000\.00 \- ₹20,000\.00 per month

Education:

* Bachelor's (Preferred)

Experience:

* Telecalling: 2 years (Required)
* Recruitment: 2 years (Required)
* Microsoft Excel: 1 year (Required)
* total work: 2 years (Required)

Language:

* English (Required)

Location:

* Jodhpur, Rajasthan (Required)

Work Location: In person",,https://in.indeed.com/cmp/Dagur-Placement-Services-2,,,,,,,,,,,,
in-31360be6b38d03c8,indeed,https://in.indeed.com/viewjob?jk=31360be6b38d03c8,http://in.indeed.com/job/marketing-executives-mba-marketing-interns-31360be6b38d03c8,Marketing Executives & MBA Marketing Interns,Veltora Solutions (OPC) Private Limited,"TN, IN",2026-02-15,"fulltime, internship",,,,,,False,,,,info@veltorasolutions.com,"**We’re Hiring! Marketing Executives \& MBA Marketing Interns – Chennai**

Are you energetic, confident, and ready to build a career in Sales \& Marketing?

At **Indogerma Products Ltd**, we are expanding our field marketing team and looking for passionate professionals who can go to the market, meet clients, and bring in business!

If you love interacting with people, building relationships, and achieving targets — this opportunity is for you.

Position 2: Marketing Executive (1–5 Years Experience)

**What You’ll Do:**  
✅ Field marketing \& business development  
✅ Meet builders, contractors, architects \& industrial clients  
✅ Conduct product presentations  
✅ Generate leads \& close deals  
✅ Achieve monthly sales targets

**What We Offer:**  
✔ Competitive Salary  
✔ Performance Incentives  
✔ Travel Allowance  
✔ PF \& Statutory Benefits  
✔ Product \& Sales Training  
✔ Strong Growth Opportunity

Position 3: MBA Marketing Intern (Final Year)

Final\-Year MBA (Marketing) Students – This is for You!

**Internship Highlights:**  
✔ Paid Stipend  
✔ Real\-Time Field Exposure  
✔ Hands\-on Sales Experience  
✔ Product Training  
✔ Performance\-Based Placement Opportunity

High\-performing interns will be offered a **full\-time Marketing Executive role**.

**Who Should Apply?**

* Vibrant \& outgoing personality
* Excellent communication \& presentation skills
* Target\-driven mindset
* Willingness to work in the field

**Location: Chennai**  
Interested candidates can DM or send resumes to info@veltorasolutions.com

Let’s build business. Let’s build careers.

Job Types: Full\-time, Internship  
Contract length: 3 months

Pay: ₹8,000\.00 \- ₹25,000\.00 per month

Benefits:

* Provident Fund

Work Location: In person",,https://in.indeed.com/cmp/Veltora-Solutions-(opc)-Private-Limited,,,,,,,,,,,,
in-fd2ab002645ff728,indeed,https://in.indeed.com/viewjob?jk=fd2ab002645ff728,http://in.indeed.com/job/admin-real-estate-fd2ab002645ff728,Admin- real estate,First placement division,"HR, IN",2026-02-15,fulltime,,,,,,False,,,,,"Admin Executive – Real Estate  
Location: Sector 30, Gurgaon  
Salary: ₹20,000 – ₹25,000/month  
Experience: 1–3 years

Responsibilities:

Daily office administration \& coordination

Maintain property files, client records \& documents

Handle calls, emails, meetings \& site visit schedules

Support sales team and management

Basic billing, expenses \& MIS

Requirements: Graduate Basic MS Office knowledge Good communication

Job Types: Full\-time, Permanent

Pay: ₹20,000\.00 \- ₹25,000\.00 per month

Work Location: In person",,https://in.indeed.com/cmp/First-Placement-Division,,,,,,,,,,,,
in-6d100feeec31a143,indeed,https://in.indeed.com/viewjob?jk=6d100feeec31a143,http://in.indeed.com/job/ai-model-trainer-6d100feeec31a143,AI Model Trainer,Awign,"KA, IN",2026-02-15,"parttime, fulltime, volunteer, internship",,,,,,False,,,,,"**Job Title:** AI Data Collection Associate (Video Tasks)

**Company:** Awign

**Job Type:** Full\-Time / Contract (Location\-Based)

**Job Overview:**  
Awign is seeking individuals to participate in an AI training initiative by performing and recording simple everyday household tasks at assigned locations. This role contributes to the development and improvement of AI models through structured video data collection.

**Key Responsibilities:**

* Visit assigned work locations near your PIN code
* Perform simple, routine household activities as instructed
* Record task videos following provided guidelines and quality standards
* Ensure timely completion and submission of assigned tasks
* Maintain compliance with project instructions and data requirements

**Eligibility Criteria:**

* Ability to follow instructions carefully
* Basic understanding of smartphone video recording
* Willingness to work on\-site at assigned locations
* Reliable and punctual work ethic

**Work Schedule:**

* 8 hours per day
* 6 days per week

**Compensation \& Benefits:**

* Earnings up to ₹30,000 per month (performance\-based)
* Internship Certificate provided after 3 months of successful participation
* High performers may be considered for permanent employment opportunities

**Work Location:**  
Location\-based assignments provided near the candidate’s current PIN code.

**How to Apply:**  
Candidates can apply by completing the application form given below via the provided QR code or by contacting: Rishi \- 8908536788

https://forms.gle/wjk4Kjm8qJsExf547

OR VIsit Office for Walk in Drive : 16th and 17th February, 2026\. Office Location \-

Awign Enterprises , 3rd \& 4th Floor, 1502, HustleHub, H1904, 19th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102

Job Types: Full\-time, Part\-time, Fresher, Internship, Contractual / Temporary, Freelance, Volunteer  
Contract length: 3 months

Pay: ₹20,000\.00 \- ₹35,000\.00 per month

Expected hours: 50 per week

Benefits:

* Flexible schedule

Work Location: In person",,https://in.indeed.com/cmp/Awign,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/7b85a9f1cba918e8c4a6ea8db5878981,,,,,,,,,,,
in-fd0bceffe3394bb7,indeed,https://in.indeed.com/viewjob?jk=fd0bceffe3394bb7,http://in.indeed.com/job/video-editing-intern-fd0bceffe3394bb7,Video Editing Intern,Broxer Technologies Private Limited,"Remote, IN",2026-02-15,"fulltime, internship",,,,,,True,,,,,"**!!! IMPORTANT – Please Read Before Applying !!!**

To ensure mutual alignment and commitment, we kindly request that applicants **apply only if they are comfortable with the following conditions**:

* We are specifically looking for interns/candidates who are looking for full\-time \& long\-term opportunities. If your background is primarily in freelancing or part\-time roles, we respectfully ask that you refrain from applying.
* **Time tracking software** will be used to monitor productivity and work hours. Please proceed only if you are comfortable working with third\-party time tracking \& monitoring tools.
* The role involves a **6\-day work week**, with working hours **flexible and customizable** to your convenience (45 to 50 hours per week).
* We are specifically seeking candidates who are **available for at least 6 months (or more)**.
* Candidates who move forward in the hiring process will be required to participate in a **video interview** as part of our evaluation. If you are not comfortable with video interviews, we respectfully request that you **do not apply** for this role.

We appreciate your understanding.

\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-

**About the Hiring Company**

Our client is a dynamic and rapidly growing Digital Marketing \& Development Agency offering services across website design, development, SEO, content marketing, social media, and paid campaigns. They are results\-driven, innovative, and work with clients across industries and geographies.

They are now looking to onboard a **Video Editing Intern** who is creative, disciplined, and eager to gain hands\-on experience working on real client projects.

\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-

**Role Overview**

The **Video Editing Intern** will be responsible for creating engaging, high\-quality videos from raw footage, videography, screen recordings, and stock assets.

The role involves working on **both short\-form and long\-form content**, with video durations ranging from **under 60 seconds to 10–15 minutes**. However, the **majority of deliverables will be short\-to\-mid\-length videos (under 3–4 minutes)**, especially for marketing and advertising purposes.

This opportunity is ideal for **freshers or recent graduates** who already have basic editing skills and want to sharpen them in a professional agency environment.

\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-

**Key Responsibilities**

* **Video Editing \& Assembly:**

Edit videos from raw footage, videography, screen recordings, and stock clips.

* **Ad \& Marketing Videos:**

Create engaging video creatives for **Google Ads and Meta Ads (Facebook \& Instagram)**.

* **Short\-Form \& Long\-Form Content:**

Work on videos ranging from quick promotional clips to in\-depth content up to 10–15 minutes.

* **Multi\-Niche Projects:**

Edit videos for industries such as **Medical \& Healthcare, Doctors \& Clinics, Technology, SAAS, Digital Marketing, Business, and Service\-Based Brands**.

* **Visual Enhancements:**

Add transitions, text overlays, captions, background music, sound effects, and basic motion graphics where required.

* **Platform Optimization:**

Optimize videos for different platforms, including social media, websites, and paid advertising formats.

* **Quality Control:**

Ensure videos meet brand guidelines, technical specifications, and delivery timelines.

\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-

**Requirements**

* **Fresher\-Friendly Role:**

Open to college students, freshers, or recent graduates with hands\-on video editing experience.

* **Editing Tools:**

Working knowledge of tools such as **Adobe Premiere Pro, After Effects (basic), CapCut, DaVinci Resolve, or similar software**.

* **Creative Sense:**

Strong understanding of pacing, storytelling, hooks, and viewer retention \- especially for short\-form videos.

* **Raw Footage Handling:**

Ability to convert unedited footage into structured, engaging content.

* **Feedback\-Oriented Mindset:**

Willingness to iterate quickly and improve based on reviews and performance feedback.

* **Time Commitment:**

Ability to commit **45–50 hours per week** in a 6\-day work structure.

* **Attention to Detail:**

Precision in cuts, audio levels, captions, formatting, and final exports.

\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-

**What’s in it for You**

* **Live Client Exposure:**

Work on real campaigns instead of practice or dummy projects.

* **Strong Portfolio Building:**

Build a diverse portfolio across multiple industries and content formats.

* **Advertising \& Brand Experience:**

Learn how video content is created for performance marketing and brand communication.

* **Professional Mentorship:**

Learn structured workflows, feedback loops, and agency\-level execution.

* **Career Advancement:**

High\-performing interns may be considered for a **full\-time role** within the agency.

\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-

**How to Apply**

Interested candidates should share:

* **Resume**
* **Video Editing Portfolio or Work Samples** (Drive / YouTube / Instagram / Behance links)

Job Types: Full\-time, Fresher, Internship  
Contract length: 6 months

Pay: ₹12,000\.00 \- ₹18,000\.00 per month

Benefits:

* Flexible schedule
* Work from home

Experience:

* Apple Final Cut Pro: 1 year (Preferred)
* CapCut: 1 year (Preferred)
* Social Media Content Creation: 1 year (Preferred)
* Advertising Content Creation: 1 year (Preferred)
* Video editing: 1 year (Required)
* Adobe Premiere Pro: 1 year (Preferred)
* DaVinci Resolve: 1 year (Preferred)

Work Location: Remote",,https://in.indeed.com/cmp/Broxer-Technologies-Private-Limited,,,,,,,,,,,,
in-89b92402728fbe0a,indeed,https://in.indeed.com/viewjob?jk=89b92402728fbe0a,http://in.indeed.com/job/student-counselor-89b92402728fbe0a,Student Counselor,Mentors Forum,"OR, IN",2026-02-15,fulltime,,,,,,True,,,,,"**Job Summary**

* Guiding the prospective students in choosing the preparatory program
* Helping the existing students during the different phases of classroom delivery of their chosen program
* Managing centre operations

**Responsibilities and Duties**

* Handle walk‑in, phone, and online enquiries; explain MBA/Law/other UG entrance exams (CAT, CLAT, IPMAT, CUET etc.), program offerings, fees, and schedules.
* Counsel students and parents on course/stream selection based on academic background, aptitude, and career goals.
* Follow up on leads through outbound calls, messages, and emails to convert enquiries into enrollments.
* Guide enrolled students on class schedules, study plans; coordinate with faculty for doubt‑clearing needs
* Maintain enquiry and admission records through the ERP.
* Managing Online/Virtual classes

**Key Skills**  
Should possess good communication skills

Should have good knowledge of MS Office and online marketing

**Required Experience and Qualifications**

* Graduate in any discipline
* Freshers may also apply

Industry:

* Education \& Instruction

Work Remotely

* No

Job Type: Full\-time

Pay: ₹150,000\.00 \- ₹200,000\.00 per year

Application Question(s):

* The working shift will start from 11:30 AM and ends at 8:30 PM. Will you be comfortable with the shift timings?
* Sundays are working days. You'll get a weekday off or comp off as compensation. Will that work for you?

Education:

* Bachelor's (Required)

Experience:

* Inside sales: 1 year (Required)

Work Location: In person",,https://in.indeed.com/cmp/Mentors-Forum,,,,,,,,,,,,
in-1f9683070380b2b3,indeed,https://in.indeed.com/viewjob?jk=1f9683070380b2b3,http://in.indeed.com/job/data-entry-operatorcomputer-operator-1f9683070380b2b3,Data Entry Operator/Computer Operator,N J ENTERPRISE,"GJ, IN",2026-02-15,fulltime,,,,,,False,,,,,"* Basic knowledge of computers and office software (MS Word, Excel)
* Good typing speed and accuracy
* Strong attention to detail
* Ability to meet deadlines
* Basic knowledge of data management
* Good communication skills

Job Types: Full\-time, Permanent, Fresher

Pay: ₹15,000\.00 \- ₹18,000\.00 per month

Work Location: In person",,https://in.indeed.com/cmp/N-J-Enterprise,,,,,,,,,,,,
in-63f5bab9996610e6,indeed,https://in.indeed.com/viewjob?jk=63f5bab9996610e6,http://in.indeed.com/job/mechanical-helper-63f5bab9996610e6,Mechanical Helper,DPD heavy fan india private limited,"TN, IN",2026-02-15,fulltime,,,,,,False,,,,,"Mechanical Engineer good experience

Job Type: Full\-time

Work Location: In person",,https://in.indeed.com/cmp/Dpd-Heavy-Fan-India-Private-Limited,,,,,,,,,,,,
in-b96e239c786a425e,indeed,https://in.indeed.com/viewjob?jk=b96e239c786a425e,http://in.indeed.com/job/sales-representative-b96e239c786a425e,Sales Representative,,"GJ, IN",2026-02-15,fulltime,,,,,,False,,,,syncdds@gmail.com,"WE ARE HIRING  
Sales \& Marketing Executive  
(Dental Industry)  
At SYNC Digital Dental Solution  
Premium Digital Dental Laboratory  
We Are Looking For Someone Who Can:  
✔ Generate new business from dental clinics  
✔ Maintain strong doctor relationships  
✔ Handle product coordination \& delivery  
✔ Promote Crown \& Bridge, Zirconia, DMLS, Implant Prosthetics, Aligners \& Dentures  
✔ Represent our brand professionally  
✔ Achieve monthly sales targets  
Requirements:

* Experience in dental / medical sales preferred
* Excellent communication skills
* Target\-oriented \& self\-driven
* Two\-wheeler mandatory
* Knowledge of dental lab workflow is an advantage

What We Offer:  
✨ Attractive Salary \+ Incentives  
✨ Growth in a Premi

Premium Digital Brand  
✨ Professional Work Environment  
Apply Now \& Grow With Us

Contact: 972 6789012  
Mail : syncdds@gmail.com

Job Types: Full\-time, Fresher

Pay: ₹12,000\.00 \- ₹18,000\.00 per month

Work Location: In person",,https://in.indeed.comNone,,,,,,,,,,,,
